profile_key,renewable_level,fossil_level,low_carbon_level,start_date,end_date,is_current
1275,LOW,LOW,LOW,2026-06-02,,true
1278,LOW,LOW,LOW,2026-06-02,,true
1279,LOW,LOW,LOW,2026-06-02,,true
1283,LOW,LOW,LOW,2026-06-02,,true
1294,LOW,LOW,LOW,2026-06-02,,true
1299,LOW,LOW,LOW,2026-06-02,,true
1300,LOW,LOW,LOW,2026-06-02,,true
1310,LOW,LOW,LOW,2026-06-02,,true
1330,LOW,LOW,LOW,2026-06-02,,true
1335,LOW,LOW,LOW,2026-06-02,,true
1346,LOW,LOW,LOW,2026-06-02,,true
1354,LOW,LOW,LOW,2026-06-02,,true
1357,LOW,LOW,LOW,2026-06-02,,true
1364,LOW,LOW,LOW,2026-06-02,,true
1377,LOW,HIGH,LOW,2026-06-02,,true
1380,LOW,HIGH,LOW,2026-06-02,,true
1383,LOW,HIGH,LOW,2026-06-02,,true
1385,LOW,HIGH,LOW,2026-06-02,,true
1397,LOW,HIGH,LOW,2026-06-02,,true
1398,LOW,HIGH,LOW,2026-06-02,,true
1399,LOW,HIGH,LOW,2026-06-02,,true
1400,LOW,HIGH,LOW,2026-06-02,,true
1401,LOW,HIGH,LOW,2026-06-02,,true
1403,LOW,HIGH,LOW,2026-06-02,,true
1405,LOW,HIGH,LOW,2026-06-02,,true
1406,LOW,HIGH,LOW,2026-06-02,,true
1410,LOW,HIGH,LOW,2026-06-02,,true
1411,LOW,HIGH,LOW,2026-06-02,,true
1413,LOW,HIGH,LOW,2026-06-02,,true
1417,LOW,HIGH,LOW,2026-06-02,,true
1418,LOW,HIGH,LOW,2026-06-02,,true
1419,LOW,HIGH,LOW,2026-06-02,,true
1425,LOW,LOW,LOW,2026-06-02,,true
1426,LOW,LOW,LOW,2026-06-02,,true
1430,LOW,LOW,LOW,2026-06-02,,true
1434,LOW,LOW,LOW,2026-06-02,,true
1437,LOW,LOW,LOW,2026-06-02,,true
1442,LOW,LOW,LOW,2026-06-02,,true
1443,LOW,LOW,LOW,2026-06-02,,true
1445,LOW,LOW,LOW,2026-06-02,,true
1446,LOW,LOW,LOW,2026-06-02,,true
1450,LOW,LOW,LOW,2026-06-02,,true
1451,LOW,LOW,LOW,2026-06-02,,true
1454,LOW,LOW,LOW,2026-06-02,,true
1455,LOW,LOW,LOW,2026-06-02,,true
1456,LOW,LOW,LOW,2026-06-02,,true
1460,LOW,LOW,LOW,2026-06-02,,true
1473,LOW,LOW,LOW,2026-06-02,,true
1475,LOW,LOW,LOW,2026-06-02,,true
1476,LOW,LOW,LOW,2026-06-02,,true
1485,LOW,LOW,LOW,2026-06-02,,true
1488,LOW,LOW,LOW,2026-06-02,,true
1489,LOW,LOW,LOW,2026-06-02,,true
1491,LOW,LOW,LOW,2026-06-02,,true
1493,LOW,LOW,LOW,2026-06-02,,true
1495,LOW,LOW,LOW,2026-06-02,,true
1497,LOW,LOW,LOW,2026-06-02,,true
1503,LOW,LOW,LOW,2026-06-02,,true
1506,LOW,LOW,LOW,2026-06-02,,true
1509,LOW,LOW,LOW,2026-06-02,,true
1514,LOW,LOW,LOW,2026-06-02,,true
1515,LOW,LOW,LOW,2026-06-02,,true
1517,LOW,LOW,LOW,2026-06-02,,true
1518,LOW,LOW,LOW,2026-06-02,,true
1519,LOW,LOW,LOW,2026-06-02,,true
1523,LOW,LOW,LOW,2026-06-02,,true
1536,LOW,LOW,LOW,2026-06-02,,true
1538,LOW,LOW,LOW,2026-06-02,,true
1546,LOW,LOW,LOW,2026-06-02,,true
1550,LOW,HIGH,LOW,2026-06-02,,true
1552,LOW,HIGH,LOW,2026-06-02,,true
1563,LOW,HIGH,LOW,2026-06-02,,true
1564,LOW,HIGH,LOW,2026-06-02,,true
1568,LOW,HIGH,LOW,2026-06-02,,true
1572,LOW,HIGH,LOW,2026-06-02,,true
1574,LOW,HIGH,LOW,2026-06-02,,true
1580,LOW,HIGH,LOW,2026-06-02,,true
1581,LOW,HIGH,LOW,2026-06-02,,true
1585,LOW,HIGH,LOW,2026-06-02,,true
1587,LOW,HIGH,LOW,2026-06-02,,true
1595,LOW,LOW,LOW,2026-06-02,,true
1598,LOW,LOW,LOW,2026-06-02,,true
1613,LOW,LOW,LOW,2026-06-02,,true
1619,LOW,LOW,LOW,2026-06-02,,true
1620,LOW,LOW,LOW,2026-06-02,,true
1631,LOW,LOW,LOW,2026-06-02,,true
1636,LOW,LOW,LOW,2026-06-02,,true
1642,LOW,LOW,LOW,2026-06-02,,true
1643,LOW,LOW,LOW,2026-06-02,,true
1644,LOW,LOW,LOW,2026-06-02,,true
1646,LOW,LOW,LOW,2026-06-02,,true
1656,LOW,HIGH,LOW,2026-06-02,,true
1657,LOW,HIGH,LOW,2026-06-02,,true
1659,LOW,HIGH,LOW,2026-06-02,,true
1666,LOW,HIGH,LOW,2026-06-02,,true
1675,LOW,HIGH,LOW,2026-06-02,,true
1682,LOW,HIGH,LOW,2026-06-02,,true
1683,LOW,HIGH,LOW,2026-06-02,,true
1692,LOW,HIGH,LOW,2026-06-02,,true
1694,LOW,HIGH,LOW,2026-06-02,,true
1696,LOW,HIGH,LOW,2026-06-02,,true
1710,LOW,HIGH,LOW,2026-06-02,,true
1711,LOW,HIGH,LOW,2026-06-02,,true
1718,LOW,LOW,LOW,2026-06-02,,true
1719,LOW,LOW,LOW,2026-06-02,,true
1721,LOW,LOW,LOW,2026-06-02,,true
1722,LOW,LOW,LOW,2026-06-02,,true
1723,LOW,LOW,LOW,2026-06-02,,true
1728,LOW,LOW,LOW,2026-06-02,,true
1732,LOW,LOW,LOW,2026-06-02,,true
1735,LOW,LOW,LOW,2026-06-02,,true
1736,LOW,LOW,LOW,2026-06-02,,true
1740,LOW,LOW,LOW,2026-06-02,,true
1744,LOW,LOW,LOW,2026-06-02,,true
1747,LOW,LOW,LOW,2026-06-02,,true
1748,LOW,LOW,LOW,2026-06-02,,true
1754,LOW,LOW,LOW,2026-06-02,,true
1756,LOW,LOW,LOW,2026-06-02,,true
1765,LOW,LOW,LOW,2026-06-02,,true
1767,LOW,LOW,LOW,2026-06-02,,true
1771,LOW,LOW,LOW,2026-06-02,,true
1772,LOW,LOW,LOW,2026-06-02,,true
1777,LOW,LOW,LOW,2026-06-02,,true
1786,LOW,LOW,LOW,2026-06-02,,true
1790,LOW,LOW,LOW,2026-06-02,,true
1791,LOW,LOW,LOW,2026-06-02,,true
1792,LOW,LOW,LOW,2026-06-02,,true
1800,LOW,LOW,LOW,2026-06-02,,true
1802,LOW,LOW,LOW,2026-06-02,,true
1804,LOW,LOW,LOW,2026-06-02,,true
1807,LOW,LOW,LOW,2026-06-02,,true
1810,LOW,LOW,LOW,2026-06-02,,true
1812,LOW,LOW,LOW,2026-06-02,,true
1814,LOW,LOW,LOW,2026-06-02,,true
1819,LOW,LOW,LOW,2026-06-02,,true
1830,LOW,LOW,LOW,2026-06-02,,true
1831,LOW,LOW,LOW,2026-06-02,,true
1832,LOW,LOW,LOW,2026-06-02,,true
1834,LOW,LOW,LOW,2026-06-02,,true
1840,LOW,LOW,LOW,2026-06-02,,true
1844,LOW,LOW,LOW,2026-06-02,,true
1848,LOW,LOW,LOW,2026-06-02,,true
1850,LOW,LOW,LOW,2026-06-02,,true
1854,LOW,LOW,LOW,2026-06-02,,true
1856,LOW,LOW,LOW,2026-06-02,,true
1857,LOW,LOW,LOW,2026-06-02,,true
1865,LOW,LOW,LOW,2026-06-02,,true
1869,LOW,LOW,LOW,2026-06-02,,true
1874,LOW,LOW,LOW,2026-06-02,,true
1887,LOW,LOW,LOW,2026-06-02,,true
1894,LOW,LOW,LOW,2026-06-02,,true
1897,LOW,LOW,LOW,2026-06-02,,true
1899,LOW,LOW,LOW,2026-06-02,,true
1900,LOW,LOW,LOW,2026-06-02,,true
1905,LOW,LOW,LOW,2026-06-02,,true
1909,LOW,LOW,LOW,2026-06-02,,true
1911,LOW,LOW,LOW,2026-06-02,,true
1912,LOW,LOW,LOW,2026-06-02,,true
1913,LOW,LOW,LOW,2026-06-02,,true
1915,LOW,LOW,LOW,2026-06-02,,true
1919,LOW,LOW,LOW,2026-06-02,,true
1923,LOW,LOW,LOW,2026-06-02,,true
1924,LOW,LOW,LOW,2026-06-02,,true
1926,LOW,LOW,LOW,2026-06-02,,true
1929,LOW,LOW,LOW,2026-06-02,,true
1930,LOW,LOW,LOW,2026-06-02,,true
1936,LOW,LOW,LOW,2026-06-02,,true
1946,LOW,LOW,LOW,2026-06-02,,true
1961,LOW,LOW,LOW,2026-06-02,,true
1962,LOW,LOW,LOW,2026-06-02,,true
1963,LOW,LOW,LOW,2026-06-02,,true
1964,LOW,LOW,LOW,2026-06-02,,true
1968,LOW,LOW,LOW,2026-06-02,,true
1979,LOW,LOW,LOW,2026-06-02,,true
1988,LOW,LOW,LOW,2026-06-02,,true
1989,LOW,LOW,LOW,2026-06-02,,true
1990,LOW,LOW,LOW,2026-06-02,,true
1991,LOW,LOW,LOW,2026-06-02,,true
1992,LOW,LOW,LOW,2026-06-02,,true
1995,LOW,LOW,LOW,2026-06-02,,true
1998,LOW,LOW,LOW,2026-06-02,,true
2004,LOW,LOW,LOW,2026-06-02,,true
2006,LOW,LOW,LOW,2026-06-02,,true
2007,LOW,LOW,LOW,2026-06-02,,true
2010,LOW,LOW,LOW,2026-06-02,,true
2011,LOW,LOW,LOW,2026-06-02,,true
2012,LOW,LOW,LOW,2026-06-02,,true
2016,LOW,LOW,LOW,2026-06-02,,true
2018,LOW,LOW,LOW,2026-06-02,,true
2022,LOW,LOW,LOW,2026-06-02,,true
2030,LOW,LOW,LOW,2026-06-02,,true
2037,LOW,LOW,LOW,2026-06-02,,true
2043,LOW,LOW,LOW,2026-06-02,,true
2049,LOW,LOW,LOW,2026-06-02,,true
2050,LOW,LOW,LOW,2026-06-02,,true
2052,LOW,LOW,LOW,2026-06-02,,true
2053,LOW,LOW,LOW,2026-06-02,,true
2058,LOW,LOW,LOW,2026-06-02,,true
2062,LOW,LOW,LOW,2026-06-02,,true
2065,LOW,LOW,LOW,2026-06-02,,true
2066,LOW,LOW,LOW,2026-06-02,,true
2070,LOW,LOW,LOW,2026-06-02,,true
2074,LOW,LOW,LOW,2026-06-02,,true
2085,LOW,LOW,LOW,2026-06-02,,true
2087,LOW,LOW,LOW,2026-06-02,,true
2092,LOW,LOW,LOW,2026-06-02,,true
2093,LOW,LOW,LOW,2026-06-02,,true
2094,LOW,LOW,LOW,2026-06-02,,true
2096,LOW,LOW,LOW,2026-06-02,,true
2098,LOW,LOW,LOW,2026-06-02,,true
2099,LOW,LOW,LOW,2026-06-02,,true
2110,LOW,LOW,LOW,2026-06-02,,true
2113,LOW,LOW,LOW,2026-06-02,,true
2115,LOW,LOW,LOW,2026-06-02,,true
2117,LOW,LOW,LOW,2026-06-02,,true
2119,LOW,LOW,LOW,2026-06-02,,true
2133,LOW,LOW,LOW,2026-06-02,,true
2140,LOW,LOW,LOW,2026-06-02,,true
2147,LOW,LOW,LOW,2026-06-02,,true
2154,LOW,LOW,LOW,2026-06-02,,true
2155,LOW,LOW,LOW,2026-06-02,,true
2156,LOW,LOW,LOW,2026-06-02,,true
2157,LOW,LOW,LOW,2026-06-02,,true
2159,LOW,LOW,LOW,2026-06-02,,true
2161,LOW,LOW,LOW,2026-06-02,,true
2162,LOW,LOW,LOW,2026-06-02,,true
2163,LOW,LOW,LOW,2026-06-02,,true
2164,LOW,LOW,LOW,2026-06-02,,true
2166,LOW,LOW,LOW,2026-06-02,,true
2167,LOW,LOW,LOW,2026-06-02,,true
2168,LOW,LOW,LOW,2026-06-02,,true
2169,LOW,LOW,LOW,2026-06-02,,true
2170,LOW,LOW,LOW,2026-06-02,,true
2172,LOW,LOW,LOW,2026-06-02,,true
2175,LOW,LOW,LOW,2026-06-02,,true
2176,LOW,LOW,LOW,2026-06-02,,true
2179,LOW,LOW,LOW,2026-06-02,,true
2184,LOW,LOW,LOW,2026-06-02,,true
2186,LOW,LOW,LOW,2026-06-02,,true
2189,LOW,LOW,LOW,2026-06-02,,true
2196,LOW,LOW,LOW,2026-06-02,,true
2199,LOW,LOW,LOW,2026-06-02,,true
2201,LOW,LOW,LOW,2026-06-02,,true
2203,LOW,LOW,LOW,2026-06-02,,true
2205,LOW,LOW,LOW,2026-06-02,,true
2209,LOW,LOW,LOW,2026-06-02,,true
2213,LOW,LOW,LOW,2026-06-02,,true
2216,LOW,LOW,LOW,2026-06-02,,true
2226,LOW,LOW,LOW,2026-06-02,,true
2231,LOW,LOW,LOW,2026-06-02,,true
2232,LOW,LOW,LOW,2026-06-02,,true
2235,LOW,LOW,LOW,2026-06-02,,true
2241,LOW,LOW,LOW,2026-06-02,,true
2242,LOW,LOW,LOW,2026-06-02,,true
2245,LOW,HIGH,LOW,2026-06-02,,true
2246,LOW,HIGH,LOW,2026-06-02,,true
2250,LOW,HIGH,LOW,2026-06-02,,true
2260,LOW,HIGH,LOW,2026-06-02,,true
2263,LOW,HIGH,LOW,2026-06-02,,true
2266,LOW,HIGH,LOW,2026-06-02,,true
2276,LOW,HIGH,LOW,2026-06-02,,true
2283,LOW,HIGH,LOW,2026-06-02,,true
2289,LOW,HIGH,LOW,2026-06-02,,true
2303,LOW,HIGH,LOW,2026-06-02,,true
2308,LOW,LOW,LOW,2026-06-02,,true
2310,LOW,LOW,LOW,2026-06-02,,true
2312,LOW,LOW,LOW,2026-06-02,,true
2315,LOW,LOW,LOW,2026-06-02,,true
2316,LOW,LOW,LOW,2026-06-02,,true
2321,LOW,LOW,LOW,2026-06-02,,true
2322,LOW,LOW,LOW,2026-06-02,,true
2325,LOW,LOW,LOW,2026-06-02,,true
2326,LOW,LOW,LOW,2026-06-02,,true
2327,LOW,LOW,LOW,2026-06-02,,true
2337,LOW,LOW,LOW,2026-06-02,,true
2338,LOW,LOW,LOW,2026-06-02,,true
2346,LOW,LOW,LOW,2026-06-02,,true
2347,LOW,LOW,LOW,2026-06-02,,true
2351,LOW,LOW,LOW,2026-06-02,,true
2354,LOW,LOW,LOW,2026-06-02,,true
2360,LOW,LOW,LOW,2026-06-02,,true
2361,LOW,LOW,LOW,2026-06-02,,true
2365,LOW,LOW,LOW,2026-06-02,,true
2367,LOW,LOW,LOW,2026-06-02,,true
2370,LOW,LOW,LOW,2026-06-02,,true
2371,LOW,LOW,LOW,2026-06-02,,true
2374,LOW,LOW,LOW,2026-06-02,,true
2379,LOW,LOW,LOW,2026-06-02,,true
2381,LOW,LOW,LOW,2026-06-02,,true
2385,LOW,LOW,LOW,2026-06-02,,true
2393,LOW,LOW,LOW,2026-06-02,,true
2399,LOW,LOW,LOW,2026-06-02,,true
2402,LOW,LOW,LOW,2026-06-02,,true
2405,LOW,LOW,LOW,2026-06-02,,true
2409,LOW,LOW,LOW,2026-06-02,,true
2410,LOW,LOW,LOW,2026-06-02,,true
2414,LOW,LOW,LOW,2026-06-02,,true
2415,LOW,LOW,LOW,2026-06-02,,true
2421,LOW,LOW,LOW,2026-06-02,,true
2422,LOW,LOW,LOW,2026-06-02,,true
2430,LOW,LOW,LOW,2026-06-02,,true
2431,LOW,LOW,LOW,2026-06-02,,true
2432,LOW,LOW,LOW,2026-06-02,,true
2436,LOW,LOW,LOW,2026-06-02,,true
2444,LOW,LOW,LOW,2026-06-02,,true
2445,LOW,LOW,LOW,2026-06-02,,true
2448,LOW,LOW,LOW,2026-06-02,,true
2450,LOW,LOW,LOW,2026-06-02,,true
2452,LOW,LOW,LOW,2026-06-02,,true
2454,LOW,LOW,LOW,2026-06-02,,true
2456,LOW,LOW,LOW,2026-06-02,,true
2458,LOW,LOW,LOW,2026-06-02,,true
2459,LOW,LOW,LOW,2026-06-02,,true
2471,LOW,LOW,LOW,2026-06-02,,true
2472,LOW,LOW,LOW,2026-06-02,,true
2480,LOW,LOW,LOW,2026-06-02,,true
2481,LOW,LOW,LOW,2026-06-02,,true
2484,LOW,LOW,LOW,2026-06-02,,true
2486,LOW,LOW,LOW,2026-06-02,,true
2488,LOW,LOW,LOW,2026-06-02,,true
2489,LOW,LOW,LOW,2026-06-02,,true
2491,LOW,LOW,LOW,2026-06-02,,true
2496,LOW,LOW,LOW,2026-06-02,,true
2501,LOW,LOW,LOW,2026-06-02,,true
2507,LOW,LOW,LOW,2026-06-02,,true
2509,LOW,LOW,LOW,2026-06-02,,true
2512,LOW,LOW,LOW,2026-06-02,,true
2517,LOW,LOW,LOW,2026-06-02,,true
2522,LOW,LOW,LOW,2026-06-02,,true
2524,LOW,LOW,LOW,2026-06-02,,true
2525,LOW,LOW,LOW,2026-06-02,,true
2526,LOW,LOW,LOW,2026-06-02,,true
2536,LOW,LOW,LOW,2026-06-02,,true
2538,LOW,LOW,LOW,2026-06-02,,true
2541,LOW,HIGH,LOW,2026-06-02,,true
2543,LOW,HIGH,LOW,2026-06-02,,true
2544,LOW,HIGH,LOW,2026-06-02,,true
2547,LOW,HIGH,LOW,2026-06-02,,true
2552,LOW,HIGH,LOW,2026-06-02,,true
2561,LOW,HIGH,LOW,2026-06-02,,true
2569,LOW,HIGH,LOW,2026-06-02,,true
2572,LOW,HIGH,LOW,2026-06-02,,true
2575,LOW,HIGH,LOW,2026-06-02,,true
2580,LOW,HIGH,LOW,2026-06-02,,true
2583,LOW,HIGH,LOW,2026-06-02,,true
2586,LOW,HIGH,LOW,2026-06-02,,true
2587,LOW,HIGH,LOW,2026-06-02,,true
2590,LOW,HIGH,LOW,2026-06-02,,true
2591,LOW,HIGH,LOW,2026-06-02,,true
2593,LOW,HIGH,LOW,2026-06-02,,true
2597,LOW,HIGH,LOW,2026-06-02,,true
2598,LOW,HIGH,LOW,2026-06-02,,true
2612,LOW,LOW,LOW,2026-06-02,,true
2619,LOW,LOW,LOW,2026-06-02,,true
2620,LOW,LOW,LOW,2026-06-02,,true
2628,LOW,LOW,LOW,2026-06-02,,true
2629,LOW,LOW,LOW,2026-06-02,,true
2633,LOW,LOW,LOW,2026-06-02,,true
2642,LOW,LOW,LOW,2026-06-02,,true
2657,LOW,LOW,LOW,2026-06-02,,true
2659,LOW,LOW,LOW,2026-06-02,,true
2670,LOW,LOW,LOW,2026-06-02,,true
2671,LOW,LOW,LOW,2026-06-02,,true
2684,LOW,LOW,LOW,2026-06-02,,true
2687,LOW,LOW,LOW,2026-06-02,,true
2688,LOW,LOW,LOW,2026-06-02,,true
2691,LOW,LOW,LOW,2026-06-02,,true
2692,LOW,LOW,LOW,2026-06-02,,true
2694,LOW,LOW,LOW,2026-06-02,,true
2695,LOW,LOW,LOW,2026-06-02,,true
2704,LOW,LOW,LOW,2026-06-02,,true
2707,LOW,LOW,LOW,2026-06-02,,true
2710,LOW,LOW,LOW,2026-06-02,,true
2712,LOW,LOW,LOW,2026-06-02,,true
2717,LOW,LOW,LOW,2026-06-02,,true
2720,LOW,LOW,LOW,2026-06-02,,true
2725,LOW,LOW,LOW,2026-06-02,,true
2728,LOW,LOW,LOW,2026-06-02,,true
2729,LOW,LOW,LOW,2026-06-02,,true
2733,LOW,LOW,LOW,2026-06-02,,true
2734,LOW,LOW,LOW,2026-06-02,,true
2736,LOW,LOW,LOW,2026-06-02,,true
2741,LOW,LOW,LOW,2026-06-02,,true
2742,LOW,LOW,LOW,2026-06-02,,true
2747,LOW,LOW,LOW,2026-06-02,,true
2758,LOW,LOW,LOW,2026-06-02,,true
2759,LOW,LOW,LOW,2026-06-02,,true
2760,LOW,LOW,LOW,2026-06-02,,true
2761,LOW,LOW,LOW,2026-06-02,,true
2764,LOW,LOW,LOW,2026-06-02,,true
2768,LOW,LOW,LOW,2026-06-02,,true
2773,LOW,LOW,LOW,2026-06-02,,true
2774,LOW,LOW,LOW,2026-06-02,,true
2775,LOW,LOW,LOW,2026-06-02,,true
2786,LOW,LOW,LOW,2026-06-02,,true
2790,LOW,LOW,LOW,2026-06-02,,true
2796,LOW,LOW,LOW,2026-06-02,,true
2797,LOW,LOW,LOW,2026-06-02,,true
2799,LOW,LOW,LOW,2026-06-02,,true
2801,LOW,LOW,LOW,2026-06-02,,true
2802,LOW,LOW,LOW,2026-06-02,,true
2803,LOW,LOW,LOW,2026-06-02,,true
2805,LOW,LOW,LOW,2026-06-02,,true
2810,LOW,LOW,LOW,2026-06-02,,true
2814,LOW,LOW,LOW,2026-06-02,,true
2815,LOW,LOW,LOW,2026-06-02,,true
2826,LOW,LOW,LOW,2026-06-02,,true
2845,LOW,LOW,LOW,2026-06-02,,true
2846,LOW,LOW,LOW,2026-06-02,,true
2851,LOW,LOW,LOW,2026-06-02,,true
2864,LOW,LOW,LOW,2026-06-02,,true
2871,LOW,LOW,LOW,2026-06-02,,true
2874,LOW,LOW,LOW,2026-06-02,,true
2875,LOW,LOW,LOW,2026-06-02,,true
2877,LOW,LOW,LOW,2026-06-02,,true
2890,LOW,LOW,LOW,2026-06-02,,true
2892,LOW,LOW,LOW,2026-06-02,,true
2903,LOW,LOW,LOW,2026-06-02,,true
2904,LOW,LOW,LOW,2026-06-02,,true
2912,LOW,LOW,LOW,2026-06-02,,true
2914,LOW,LOW,LOW,2026-06-02,,true
2926,LOW,LOW,LOW,2026-06-02,,true
2934,LOW,LOW,LOW,2026-06-02,,true
2952,LOW,LOW,LOW,2026-06-02,,true
2955,LOW,LOW,LOW,2026-06-02,,true
2957,LOW,LOW,LOW,2026-06-02,,true
2958,LOW,LOW,LOW,2026-06-02,,true
2962,LOW,LOW,LOW,2026-06-02,,true
2964,LOW,LOW,LOW,2026-06-02,,true
2973,LOW,LOW,LOW,2026-06-02,,true
2977,LOW,LOW,LOW,2026-06-02,,true
2981,LOW,LOW,LOW,2026-06-02,,true
2982,LOW,LOW,LOW,2026-06-02,,true
2984,LOW,LOW,LOW,2026-06-02,,true
2985,LOW,LOW,LOW,2026-06-02,,true
2999,LOW,LOW,LOW,2026-06-02,,true
3009,LOW,HIGH,LOW,2026-06-02,,true
3015,LOW,HIGH,LOW,2026-06-02,,true
3019,LOW,HIGH,LOW,2026-06-02,,true
3023,LOW,HIGH,LOW,2026-06-02,,true
3025,LOW,HIGH,LOW,2026-06-02,,true
3027,LOW,HIGH,LOW,2026-06-02,,true
3034,LOW,HIGH,LOW,2026-06-02,,true
3035,LOW,HIGH,LOW,2026-06-02,,true
3037,LOW,HIGH,LOW,2026-06-02,,true
3040,LOW,HIGH,LOW,2026-06-02,,true
3047,LOW,HIGH,LOW,2026-06-02,,true
3051,LOW,HIGH,LOW,2026-06-02,,true
3054,LOW,HIGH,LOW,2026-06-02,,true
3061,LOW,HIGH,LOW,2026-06-02,,true
3063,LOW,HIGH,LOW,2026-06-02,,true
3073,LOW,LOW,LOW,2026-06-02,,true
3074,LOW,LOW,LOW,2026-06-02,,true
3076,LOW,LOW,LOW,2026-06-02,,true
3078,LOW,LOW,LOW,2026-06-02,,true
3079,LOW,LOW,LOW,2026-06-02,,true
3081,LOW,LOW,LOW,2026-06-02,,true
3099,LOW,LOW,LOW,2026-06-02,,true
3101,LOW,LOW,LOW,2026-06-02,,true
3102,LOW,LOW,LOW,2026-06-02,,true
3109,LOW,LOW,LOW,2026-06-02,,true
3111,LOW,LOW,LOW,2026-06-02,,true
3118,LOW,LOW,LOW,2026-06-02,,true
3123,LOW,LOW,LOW,2026-06-02,,true
3124,LOW,LOW,LOW,2026-06-02,,true
3125,LOW,LOW,LOW,2026-06-02,,true
3130,LOW,LOW,LOW,2026-06-02,,true
3131,LOW,LOW,LOW,2026-06-02,,true
3143,LOW,LOW,LOW,2026-06-02,,true
3151,LOW,LOW,LOW,2026-06-02,,true
3153,LOW,LOW,LOW,2026-06-02,,true
3155,LOW,LOW,LOW,2026-06-02,,true
3160,LOW,LOW,LOW,2026-06-02,,true
3161,LOW,LOW,LOW,2026-06-02,,true
3165,LOW,LOW,LOW,2026-06-02,,true
3169,LOW,LOW,LOW,2026-06-02,,true
3173,LOW,LOW,LOW,2026-06-02,,true
3174,LOW,LOW,LOW,2026-06-02,,true
3179,LOW,LOW,LOW,2026-06-02,,true
3180,LOW,LOW,LOW,2026-06-02,,true
3182,LOW,LOW,LOW,2026-06-02,,true
3191,LOW,LOW,LOW,2026-06-02,,true
3195,LOW,LOW,LOW,2026-06-02,,true
3196,LOW,LOW,LOW,2026-06-02,,true
3197,LOW,LOW,LOW,2026-06-02,,true
3212,LOW,LOW,LOW,2026-06-02,,true
3213,LOW,LOW,LOW,2026-06-02,,true
3214,LOW,LOW,LOW,2026-06-02,,true
3218,LOW,LOW,LOW,2026-06-02,,true
3220,LOW,LOW,LOW,2026-06-02,,true
3223,LOW,LOW,LOW,2026-06-02,,true
3225,LOW,LOW,LOW,2026-06-02,,true
3232,LOW,LOW,LOW,2026-06-02,,true
3234,LOW,LOW,LOW,2026-06-02,,true
3236,LOW,LOW,LOW,2026-06-02,,true
3248,LOW,LOW,LOW,2026-06-02,,true
3267,LOW,LOW,LOW,2026-06-02,,true
3273,LOW,LOW,LOW,2026-06-02,,true
3276,LOW,LOW,LOW,2026-06-02,,true
3277,LOW,LOW,LOW,2026-06-02,,true
3281,LOW,LOW,LOW,2026-06-02,,true
3283,LOW,LOW,LOW,2026-06-02,,true
3288,LOW,LOW,LOW,2026-06-02,,true
3289,LOW,LOW,LOW,2026-06-02,,true
3306,LOW,LOW,LOW,2026-06-02,,true
3311,LOW,LOW,LOW,2026-06-02,,true
3323,LOW,LOW,LOW,2026-06-02,,true
3324,LOW,LOW,LOW,2026-06-02,,true
3326,LOW,LOW,LOW,2026-06-02,,true
3327,LOW,HIGH,LOW,2026-06-02,,true
3330,LOW,HIGH,LOW,2026-06-02,,true
3332,LOW,HIGH,LOW,2026-06-02,,true
3342,LOW,HIGH,LOW,2026-06-02,,true
3344,LOW,HIGH,LOW,2026-06-02,,true
3346,LOW,HIGH,LOW,2026-06-02,,true
3354,LOW,HIGH,LOW,2026-06-02,,true
3359,LOW,HIGH,LOW,2026-06-02,,true
3360,LOW,HIGH,LOW,2026-06-02,,true
3364,LOW,HIGH,LOW,2026-06-02,,true
3382,LOW,HIGH,LOW,2026-06-02,,true
3383,LOW,HIGH,LOW,2026-06-02,,true
3385,LOW,HIGH,LOW,2026-06-02,,true
3386,LOW,HIGH,LOW,2026-06-02,,true
3387,LOW,LOW,LOW,2026-06-02,,true
3390,LOW,LOW,LOW,2026-06-02,,true
3391,LOW,LOW,LOW,2026-06-02,,true
3397,LOW,LOW,LOW,2026-06-02,,true
3400,LOW,LOW,LOW,2026-06-02,,true
3401,LOW,LOW,LOW,2026-06-02,,true
3402,LOW,LOW,LOW,2026-06-02,,true
3405,LOW,LOW,LOW,2026-06-02,,true
3408,LOW,LOW,LOW,2026-06-02,,true
3410,LOW,LOW,LOW,2026-06-02,,true
3413,LOW,LOW,LOW,2026-06-02,,true
3421,LOW,LOW,LOW,2026-06-02,,true
3426,LOW,LOW,LOW,2026-06-02,,true
3427,LOW,LOW,LOW,2026-06-02,,true
3435,LOW,LOW,LOW,2026-06-02,,true
3436,LOW,LOW,LOW,2026-06-02,,true
3438,LOW,LOW,LOW,2026-06-02,,true
3439,LOW,LOW,LOW,2026-06-02,,true
3440,LOW,LOW,LOW,2026-06-02,,true
3445,LOW,LOW,LOW,2026-06-02,,true
3448,LOW,LOW,LOW,2026-06-02,,true
3449,LOW,LOW,LOW,2026-06-02,,true
3450,LOW,LOW,LOW,2026-06-02,,true
3453,LOW,HIGH,LOW,2026-06-02,,true
3454,LOW,HIGH,LOW,2026-06-02,,true
3471,LOW,HIGH,LOW,2026-06-02,,true
3479,LOW,HIGH,LOW,2026-06-02,,true
3481,LOW,HIGH,LOW,2026-06-02,,true
3485,LOW,HIGH,LOW,2026-06-02,,true
3486,LOW,HIGH,LOW,2026-06-02,,true
3488,LOW,HIGH,LOW,2026-06-02,,true
